mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
10.391178274154663,0.6120481696340543,0.19968028068542482,0.0646224956658215,40,300,"{'max_features': 40, 'n_estimators': 300}",0.7212885154061625,0.7180925666199158,0.7060478199718706,0.7193229901269393,0.7330508474576272,0.724822695035461,0.7155049786628734,0.7071428571428572,0.71,0.7228571428571429,0.7178252867053659,0.0079972950480297,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17.253630328178406,1.0665444901937062,0.46644067764282227,0.07298749311128959,40,500,"{'max_features': 40, 'n_estimators': 500}",0.7226890756302521,0.7180925666199158,0.7046413502109705,0.7179125528913963,0.731638418079096,0.7319148936170212,0.7126600284495022,0.7185714285714285,0.7071428571428572,0.7214285714285714,0.7186747840860824,0.008568752720005934,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26.039565777778627,0.9518011424986647,0.6614411115646363,0.09442846086903078,40,750,"{'max_features': 40, 'n_estimators': 750}",0.726890756302521,0.7208976157082749,0.7116736990154712,0.7207334273624824,0.7372881355932204,0.7276595744680852,0.7183499288762447,0.7114285714285714,0.7114285714285714,0.7228571428571429,0.7209401104346594,0.007905015717576595,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
34.49166069030762,1.168149341723412,0.9438015937805175,0.20804261084816805,40,1000,"{'max_features': 40, 'n_estimators': 1000}",0.7296918767507002,0.7194950911640954,0.7088607594936709,0.7207334273624824,0.7372881355932204,0.7333333333333333,0.716927453769559,0.71,0.7114285714285714,0.7242857142857143,0.7212232762282317,0.00939292166839148,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
40.93135182857513,0.9662400777537848,1.2448822498321532,0.23851214937192122,40,1200,"{'max_features': 40, 'n_estimators': 1200}",0.7296918767507002,0.7138849929873773,0.7074542897327707,0.7235543018335684,0.7372881355932204,0.7304964539007093,0.7226173541963016,0.7114285714285714,0.7085714285714285,0.7257142857142858,0.7210816933314456,0.009711544125987895,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6.814092016220092,1.2956439994947218,0.11856014728546142,0.0363851097040548,42,200,"{'max_features': 42, 'n_estimators': 200}",0.7310924369747899,0.7096774193548387,0.7116736990154712,0.7122708039492243,0.730225988700565,0.7191489361702128,0.716927453769559,0.7157142857142857,0.7042857142857143,0.7285714285714285,0.7179668696021521,0.008781041833122498,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10.72033886909485,0.6399739360991545,0.20280039310455322,0.08907059779420028,42,300,"{'max_features': 42, 'n_estimators': 300}",0.7254901960784313,0.7068723702664796,0.7116736990154712,0.7150916784203103,0.7372881355932204,0.724822695035461,0.7211948790896159,0.7185714285714285,0.7,0.7242857142857143,0.7185332011892963,0.010088565500390695,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18.503192520141603,0.7274515447466037,0.4617608070373535,0.08141956429893886,42,500,"{'max_features': 42, 'n_estimators': 500}",0.7338935574229691,0.7096774193548387,0.7130801687763713,0.7193229901269393,0.7358757062146892,0.7262411347517731,0.7240398293029872,0.7185714285714285,0.7128571428571429,0.72,0.7213648591250177,0.008325219806268628,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26.733766961097718,1.1285635998928503,0.7659613370895386,0.13643562185452607,42,750,"{'max_features': 42, 'n_estimators': 750}",0.7352941176470589,0.7124824684431977,0.7116736990154712,0.7108603667136812,0.7344632768361582,0.7290780141843972,0.7197724039829303,0.7171428571428572,0.7142857142857143,0.7242857142857143,0.7209401104346594,0.008882387545232675,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
35.97678320407867,1.3101571285694884,1.0467618703842163,0.20428893474490475,42,1000,"{'max_features': 42, 'n_estimators': 1000}",0.7352941176470589,0.7138849929873773,0.7130801687763713,0.7136812411847673,0.7344632768361582,0.7319148936170212,0.7197724039829303,0.7171428571428572,0.7128571428571429,0.73,0.7222143565057341,0.009070088414109691,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41.553793001174924,2.6605255150712197,1.1684420347213744,0.3606576867363666,42,1200,"{'max_features': 42, 'n_estimators': 1200}",0.7352941176470589,0.7138849929873773,0.7144866385372715,0.7193229901269393,0.7344632768361582,0.7290780141843972,0.7183499288762447,0.7242857142857143,0.7114285714285714,0.73,0.7230638538864506,0.008343738872313582,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
